200.000000000	647.123000000	14.481900000
205.000000000	576.264000000	14.382500000
210.000000000	514.437000000	14.371800000
215.000000000	459.222000000	14.258600000
220.000000000	411.197000000	14.277600000
225.000000000	368.664000000	14.100200000
230.000000000	331.203000000	14.174900000
235.000000000	297.854000000	14.216400000
240.000000000	268.031000000	14.052600000
245.000000000	241.675000000	14.017000000
250.000000000	218.466000000	13.907600000
255.000000000	197.780000000	13.969800000
260.000000000	179.031000000	14.063500000
265.000000000	162.892000000	13.760700000
270.000000000	147.722000000	14.115200000
275.000000000	134.621000000	13.703500000
280.000000000	122.495000000	14.075500000
285.000000000	111.920000000	13.951100000
290.000000000	102.257000000	13.837400000
295.000000000	93.577400000	13.814300000
300.000000000	85.677300000	13.787400000
305.000000000	78.577400000	13.769800000
310.000000000	72.170000000	13.737300000
315.000000000	66.320500000	13.710000000
320.000000000	61.070600000	13.688500000
325.000000000	56.282600000	13.679100000
330.000000000	51.900300000	13.695900000
335.000000000	47.914800000	13.642700000
340.000000000	44.286200000	13.713200000
345.000000000	40.955100000	13.744500000
350.000000000	37.937700000	13.744500000
355.000000000	35.159600000	13.590400000
360.000000000	32.644800000	13.542400000
365.000000000	30.273000000	13.644000000
370.000000000	28.205100000	13.711600000
375.000000000	26.192700000	13.583900000
380.000000000	24.430200000	13.627000000
385.000000000	22.767500000	13.625500000
390.000000000	21.208200000	13.671000000
395.000000000	19.793600000	13.410900000
400.000000000	18.485600000	13.604900000
405.000000000	17.222600000	13.585600000
410.000000000	16.121200000	13.775200000
415.000000000	15.062000000	13.693700000
420.000000000	14.102900000	13.579000000
425.000000000	13.198100000	13.749000000
430.000000000	12.343800000	13.628600000
435.000000000	11.583900000	13.359000000
440.000000000	10.880800000	13.564700000
445.000000000	10.202700000	13.520400000
450.000000000	9.572320000	13.481800000
455.000000000	8.994840000	13.488100000
460.000000000	8.455670000	13.406800000
465.000000000	7.946830000	13.427200000
470.000000000	7.479890000	13.394200000
475.000000000	7.040900000	13.391600000
480.000000000	6.634650000	13.329500000
485.000000000	6.246670000	13.297200000
490.000000000	5.889740000	13.399300000
495.000000000	5.553710000	13.303500000
500.000000000	5.242590000	13.311700000
505.000000000	4.951790000	13.259800000
510.000000000	4.669230000	13.238600000
515.000000000	4.406970000	13.216900000
520.000000000	4.166390000	13.112300000
525.000000000	3.940570000	13.174100000
530.000000000	3.724330000	13.204300000
535.000000000	3.522980000	13.100300000
540.000000000	3.328560000	13.122600000
545.000000000	3.152290000	13.152300000
550.000000000	2.986400000	13.133000000
555.000000000	2.832040000	13.116800000
560.000000000	2.681000000	12.911400000
565.000000000	2.540740000	13.075200000
570.000000000	2.405830000	13.050400000
575.000000000	2.285840000	13.166300000
580.000000000	2.170820000	13.123000000
585.000000000	2.060520000	12.808900000
590.000000000	1.956810000	13.168800000
595.000000000	1.861570000	13.048400000
600.000000000	1.766450000	12.955500000
605.000000000	1.676490000	13.113500000
610.000000000	1.592430000	12.974300000
615.000000000	1.517520000	12.807200000
620.000000000	1.447740000	12.926400000
625.000000000	1.378060000	13.057800000
630.000000000	1.308840000	13.214900000
635.000000000	1.244650000	12.995200000
640.000000000	1.185080000	13.173000000
645.000000000	1.129740000	12.879300000
650.000000000	1.080470000	12.957500000
655.000000000	1.030870000	13.101500000
660.000000000	0.981828000	13.215600000
665.000000000	0.934859000	13.149500000
670.000000000	0.892535000	13.147900000
675.000000000	0.851836000	13.177400000
680.000000000	0.813163000	13.207300000
685.000000000	0.776334000	13.174500000
